Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2022,MALE,HISPANIC,Robert16502,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia16503,197,4
2016,MALE,OTHER ETHNICITY,Michael16504,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16505,195,6
2018,MALE,BLACK NON HISPANIC,William16506,194,7
2019,FEMALE,HISPANIC,Linda16507,193,8
2020,MALE,WHITE NON HISPANIC,David16508,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara16509,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16510,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan16511,189,12
2016,MALE,HISPANIC,Joseph16512,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica16513,187,14
2018,MALE,OTHER ETHNICITY,Thomas16514,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16515,185,16
2020,MALE,BLACK NON HISPANIC,Charles16516,184,17
2021,FEMALE,HISPANIC,Karen16517,183,18
2022,MALE,WHITE NON HISPANIC,Christopher16518,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy16519,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16520,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary16521,179,22
2018,MALE,HISPANIC,Robert16522,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia16523,177,24
2020,MALE,OTHER ETHNICITY,Michael16524,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16525,175,26
2022,MALE,BLACK NON HISPANIC,William16526,174,27
2023,FEMALE,HISPANIC,Linda16527,173,28
2016,MALE,WHITE NON HISPANIC,David16528,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara16529,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16530,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan16531,169,32
2020,MALE,HISPANIC,Joseph16532,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica16533,167,34
2022,MALE,OTHER ETHNICITY,Thomas16534,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16535,165,36
2016,MALE,BLACK NON HISPANIC,Charles16536,164,37
2017,FEMALE,HISPANIC,Karen16537,163,38
2018,MALE,WHITE NON HISPANIC,Christopher16538,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy16539,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16540,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary16541,159,42
2022,MALE,HISPANIC,Robert16542,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia16543,157,44
2016,MALE,OTHER ETHNICITY,Michael16544,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16545,155,46
2018,MALE,BLACK NON HISPANIC,William16546,154,47
2019,FEMALE,HISPANIC,Linda16547,153,48
2020,MALE,WHITE NON HISPANIC,David16548,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara16549,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16550,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan16551,149,2
2016,MALE,HISPANIC,Joseph16552,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica16553,147,4
2018,MALE,OTHER ETHNICITY,Thomas16554,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16555,145,6
2020,MALE,BLACK NON HISPANIC,Charles16556,144,7
2021,FEMALE,HISPANIC,Karen16557,143,8
2022,MALE,WHITE NON HISPANIC,Christopher16558,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy16559,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16560,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary16561,139,12
2018,MALE,HISPANIC,Robert16562,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia16563,137,14
2020,MALE,OTHER ETHNICITY,Michael16564,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16565,135,16
2022,MALE,BLACK NON HISPANIC,William16566,134,17
2023,FEMALE,HISPANIC,Linda16567,133,18
2016,MALE,WHITE NON HISPANIC,David16568,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara16569,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16570,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan16571,129,22
2020,MALE,HISPANIC,Joseph16572,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica16573,127,24
2022,MALE,OTHER ETHNICITY,Thomas16574,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16575,125,26
2016,MALE,BLACK NON HISPANIC,Charles16576,124,27
2017,FEMALE,HISPANIC,Karen16577,123,28
2018,MALE,WHITE NON HISPANIC,Christopher16578,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy16579,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16580,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary16581,119,32
2022,MALE,HISPANIC,Robert16582,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia16583,117,34
2016,MALE,OTHER ETHNICITY,Michael16584,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16585,115,36
2018,MALE,BLACK NON HISPANIC,William16586,114,37
2019,FEMALE,HISPANIC,Linda16587,113,38
2020,MALE,WHITE NON HISPANIC,David16588,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara16589,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16590,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan16591,109,42
2016,MALE,HISPANIC,Joseph16592,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica16593,107,44
2018,MALE,OTHER ETHNICITY,Thomas16594,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16595,105,46
2020,MALE,BLACK NON HISPANIC,Charles16596,104,47
2021,FEMALE,HISPANIC,Karen16597,103,48
2022,MALE,WHITE NON HISPANIC,Christopher16598,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy16599,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16600,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary16601,199,2
2018,MALE,HISPANIC,Robert16602,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia16603,197,4
2020,MALE,OTHER ETHNICITY,Michael16604,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16605,195,6
2022,MALE,BLACK NON HISPANIC,William16606,194,7
2023,FEMALE,HISPANIC,Linda16607,193,8
2016,MALE,WHITE NON HISPANIC,David16608,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara16609,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16610,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan16611,189,12
2020,MALE,HISPANIC,Joseph16612,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica16613,187,14
2022,MALE,OTHER ETHNICITY,Thomas16614,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16615,185,16
2016,MALE,BLACK NON HISPANIC,Charles16616,184,17
2017,FEMALE,HISPANIC,Karen16617,183,18
2018,MALE,WHITE NON HISPANIC,Christopher16618,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy16619,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16620,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary16621,179,22
2022,MALE,HISPANIC,Robert16622,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia16623,177,24
2016,MALE,OTHER ETHNICITY,Michael16624,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16625,175,26
2018,MALE,BLACK NON HISPANIC,William16626,174,27
2019,FEMALE,HISPANIC,Linda16627,173,28
2020,MALE,WHITE NON HISPANIC,David16628,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara16629,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16630,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan16631,169,32
2016,MALE,HISPANIC,Joseph16632,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica16633,167,34
2018,MALE,OTHER ETHNICITY,Thomas16634,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16635,165,36
2020,MALE,BLACK NON HISPANIC,Charles16636,164,37
2021,FEMALE,HISPANIC,Karen16637,163,38
2022,MALE,WHITE NON HISPANIC,Christopher16638,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy16639,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16640,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary16641,159,42
2018,MALE,HISPANIC,Robert16642,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia16643,157,44
2020,MALE,OTHER ETHNICITY,Michael16644,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16645,155,46
2022,MALE,BLACK NON HISPANIC,William16646,154,47
2023,FEMALE,HISPANIC,Linda16647,153,48
2016,MALE,WHITE NON HISPANIC,David16648,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara16649,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16650,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan16651,149,2
2020,MALE,HISPANIC,Joseph16652,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica16653,147,4
2022,MALE,OTHER ETHNICITY,Thomas16654,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16655,145,6
2016,MALE,BLACK NON HISPANIC,Charles16656,144,7
2017,FEMALE,HISPANIC,Karen16657,143,8
2018,MALE,WHITE NON HISPANIC,Christopher16658,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy16659,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16660,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary16661,139,12
2022,MALE,HISPANIC,Robert16662,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia16663,137,14
2016,MALE,OTHER ETHNICITY,Michael16664,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16665,135,16
2018,MALE,BLACK NON HISPANIC,William16666,134,17
2019,FEMALE,HISPANIC,Linda16667,133,18
2020,MALE,WHITE NON HISPANIC,David16668,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara16669,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16670,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan16671,129,22
2016,MALE,HISPANIC,Joseph16672,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica16673,127,24
2018,MALE,OTHER ETHNICITY,Thomas16674,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16675,125,26
2020,MALE,BLACK NON HISPANIC,Charles16676,124,27
2021,FEMALE,HISPANIC,Karen16677,123,28
2022,MALE,WHITE NON HISPANIC,Christopher16678,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy16679,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16680,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary16681,119,32
2018,MALE,HISPANIC,Robert16682,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia16683,117,34
2020,MALE,OTHER ETHNICITY,Michael16684,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16685,115,36
2022,MALE,BLACK NON HISPANIC,William16686,114,37
2023,FEMALE,HISPANIC,Linda16687,113,38
2016,MALE,WHITE NON HISPANIC,David16688,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara16689,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16690,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan16691,109,42
2020,MALE,HISPANIC,Joseph16692,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica16693,107,44
2022,MALE,OTHER ETHNICITY,Thomas16694,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16695,105,46
2016,MALE,BLACK NON HISPANIC,Charles16696,104,47
2017,FEMALE,HISPANIC,Karen16697,103,48
2018,MALE,WHITE NON HISPANIC,Christopher16698,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy16699,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16700,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary16701,199,2
2022,MALE,HISPANIC,Robert16702,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia16703,197,4
2016,MALE,OTHER ETHNICITY,Michael16704,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16705,195,6
2018,MALE,BLACK NON HISPANIC,William16706,194,7
2019,FEMALE,HISPANIC,Linda16707,193,8
2020,MALE,WHITE NON HISPANIC,David16708,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara16709,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16710,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan16711,189,12
2016,MALE,HISPANIC,Joseph16712,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica16713,187,14
2018,MALE,OTHER ETHNICITY,Thomas16714,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16715,185,16
2020,MALE,BLACK NON HISPANIC,Charles16716,184,17
2021,FEMALE,HISPANIC,Karen16717,183,18
2022,MALE,WHITE NON HISPANIC,Christopher16718,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy16719,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16720,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary16721,179,22
2018,MALE,HISPANIC,Robert16722,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia16723,177,24
2020,MALE,OTHER ETHNICITY,Michael16724,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16725,175,26
2022,MALE,BLACK NON HISPANIC,William16726,174,27
2023,FEMALE,HISPANIC,Linda16727,173,28
2016,MALE,WHITE NON HISPANIC,David16728,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara16729,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16730,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan16731,169,32
2020,MALE,HISPANIC,Joseph16732,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica16733,167,34
2022,MALE,OTHER ETHNICITY,Thomas16734,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16735,165,36
2016,MALE,BLACK NON HISPANIC,Charles16736,164,37
2017,FEMALE,HISPANIC,Karen16737,163,38
2018,MALE,WHITE NON HISPANIC,Christopher16738,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy16739,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16740,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary16741,159,42
2022,MALE,HISPANIC,Robert16742,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia16743,157,44
2016,MALE,OTHER ETHNICITY,Michael16744,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16745,155,46
2018,MALE,BLACK NON HISPANIC,William16746,154,47
2019,FEMALE,HISPANIC,Linda16747,153,48
2020,MALE,WHITE NON HISPANIC,David16748,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara16749,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16750,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan16751,149,2
2016,MALE,HISPANIC,Joseph16752,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica16753,147,4
2018,MALE,OTHER ETHNICITY,Thomas16754,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16755,145,6
2020,MALE,BLACK NON HISPANIC,Charles16756,144,7
2021,FEMALE,HISPANIC,Karen16757,143,8
2022,MALE,WHITE NON HISPANIC,Christopher16758,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy16759,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16760,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary16761,139,12
2018,MALE,HISPANIC,Robert16762,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia16763,137,14
2020,MALE,OTHER ETHNICITY,Michael16764,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16765,135,16
2022,MALE,BLACK NON HISPANIC,William16766,134,17
2023,FEMALE,HISPANIC,Linda16767,133,18
2016,MALE,WHITE NON HISPANIC,David16768,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara16769,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16770,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan16771,129,22
2020,MALE,HISPANIC,Joseph16772,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica16773,127,24
2022,MALE,OTHER ETHNICITY,Thomas16774,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16775,125,26
2016,MALE,BLACK NON HISPANIC,Charles16776,124,27
2017,FEMALE,HISPANIC,Karen16777,123,28
2018,MALE,WHITE NON HISPANIC,Christopher16778,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy16779,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16780,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary16781,119,32
2022,MALE,HISPANIC,Robert16782,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia16783,117,34
2016,MALE,OTHER ETHNICITY,Michael16784,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16785,115,36
2018,MALE,BLACK NON HISPANIC,William16786,114,37
2019,FEMALE,HISPANIC,Linda16787,113,38
2020,MALE,WHITE NON HISPANIC,David16788,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara16789,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16790,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan16791,109,42
2016,MALE,HISPANIC,Joseph16792,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica16793,107,44
2018,MALE,OTHER ETHNICITY,Thomas16794,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16795,105,46
2020,MALE,BLACK NON HISPANIC,Charles16796,104,47
2021,FEMALE,HISPANIC,Karen16797,103,48
2022,MALE,WHITE NON HISPANIC,Christopher16798,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy16799,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16800,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary16801,199,2
2018,MALE,HISPANIC,Robert16802,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia16803,197,4
2020,MALE,OTHER ETHNICITY,Michael16804,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16805,195,6
2022,MALE,BLACK NON HISPANIC,William16806,194,7
2023,FEMALE,HISPANIC,Linda16807,193,8
2016,MALE,WHITE NON HISPANIC,David16808,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara16809,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16810,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan16811,189,12
2020,MALE,HISPANIC,Joseph16812,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica16813,187,14
2022,MALE,OTHER ETHNICITY,Thomas16814,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16815,185,16
2016,MALE,BLACK NON HISPANIC,Charles16816,184,17
2017,FEMALE,HISPANIC,Karen16817,183,18
2018,MALE,WHITE NON HISPANIC,Christopher16818,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy16819,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16820,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary16821,179,22
2022,MALE,HISPANIC,Robert16822,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia16823,177,24
2016,MALE,OTHER ETHNICITY,Michael16824,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16825,175,26
2018,MALE,BLACK NON HISPANIC,William16826,174,27
2019,FEMALE,HISPANIC,Linda16827,173,28
2020,MALE,WHITE NON HISPANIC,David16828,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara16829,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16830,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan16831,169,32
2016,MALE,HISPANIC,Joseph16832,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica16833,167,34
2018,MALE,OTHER ETHNICITY,Thomas16834,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16835,165,36
2020,MALE,BLACK NON HISPANIC,Charles16836,164,37
2021,FEMALE,HISPANIC,Karen16837,163,38
2022,MALE,WHITE NON HISPANIC,Christopher16838,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy16839,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16840,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary16841,159,42
2018,MALE,HISPANIC,Robert16842,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia16843,157,44
2020,MALE,OTHER ETHNICITY,Michael16844,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16845,155,46
2022,MALE,BLACK NON HISPANIC,William16846,154,47
2023,FEMALE,HISPANIC,Linda16847,153,48
2016,MALE,WHITE NON HISPANIC,David16848,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara16849,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16850,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan16851,149,2
2020,MALE,HISPANIC,Joseph16852,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica16853,147,4
2022,MALE,OTHER ETHNICITY,Thomas16854,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16855,145,6
2016,MALE,BLACK NON HISPANIC,Charles16856,144,7
2017,FEMALE,HISPANIC,Karen16857,143,8
2018,MALE,WHITE NON HISPANIC,Christopher16858,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy16859,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16860,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary16861,139,12
2022,MALE,HISPANIC,Robert16862,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia16863,137,14
2016,MALE,OTHER ETHNICITY,Michael16864,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16865,135,16
2018,MALE,BLACK NON HISPANIC,William16866,134,17
2019,FEMALE,HISPANIC,Linda16867,133,18
2020,MALE,WHITE NON HISPANIC,David16868,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara16869,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16870,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan16871,129,22
2016,MALE,HISPANIC,Joseph16872,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica16873,127,24
2018,MALE,OTHER ETHNICITY,Thomas16874,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16875,125,26
2020,MALE,BLACK NON HISPANIC,Charles16876,124,27
2021,FEMALE,HISPANIC,Karen16877,123,28
2022,MALE,WHITE NON HISPANIC,Christopher16878,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy16879,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16880,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary16881,119,32
2018,MALE,HISPANIC,Robert16882,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia16883,117,34
2020,MALE,OTHER ETHNICITY,Michael16884,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16885,115,36
2022,MALE,BLACK NON HISPANIC,William16886,114,37
2023,FEMALE,HISPANIC,Linda16887,113,38
2016,MALE,WHITE NON HISPANIC,David16888,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara16889,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16890,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan16891,109,42
2020,MALE,HISPANIC,Joseph16892,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica16893,107,44
2022,MALE,OTHER ETHNICITY,Thomas16894,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16895,105,46
2016,MALE,BLACK NON HISPANIC,Charles16896,104,47
2017,FEMALE,HISPANIC,Karen16897,103,48
2018,MALE,WHITE NON HISPANIC,Christopher16898,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy16899,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16900,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary16901,199,2
2022,MALE,HISPANIC,Robert16902,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia16903,197,4
2016,MALE,OTHER ETHNICITY,Michael16904,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16905,195,6
2018,MALE,BLACK NON HISPANIC,William16906,194,7
2019,FEMALE,HISPANIC,Linda16907,193,8
2020,MALE,WHITE NON HISPANIC,David16908,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara16909,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard16910,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan16911,189,12
2016,MALE,HISPANIC,Joseph16912,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica16913,187,14
2018,MALE,OTHER ETHNICITY,Thomas16914,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16915,185,16
2020,MALE,BLACK NON HISPANIC,Charles16916,184,17
2021,FEMALE,HISPANIC,Karen16917,183,18
2022,MALE,WHITE NON HISPANIC,Christopher16918,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy16919,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James16920,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary16921,179,22
2018,MALE,HISPANIC,Robert16922,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia16923,177,24
2020,MALE,OTHER ETHNICITY,Michael16924,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16925,175,26
2022,MALE,BLACK NON HISPANIC,William16926,174,27
2023,FEMALE,HISPANIC,Linda16927,173,28
2016,MALE,WHITE NON HISPANIC,David16928,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara16929,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard16930,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan16931,169,32
2020,MALE,HISPANIC,Joseph16932,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica16933,167,34
2022,MALE,OTHER ETHNICITY,Thomas16934,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah16935,165,36
2016,MALE,BLACK NON HISPANIC,Charles16936,164,37
2017,FEMALE,HISPANIC,Karen16937,163,38
2018,MALE,WHITE NON HISPANIC,Christopher16938,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy16939,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James16940,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary16941,159,42
2022,MALE,HISPANIC,Robert16942,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia16943,157,44
2016,MALE,OTHER ETHNICITY,Michael16944,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer16945,155,46
2018,MALE,BLACK NON HISPANIC,William16946,154,47
2019,FEMALE,HISPANIC,Linda16947,153,48
2020,MALE,WHITE NON HISPANIC,David16948,152,49
